period,bid_price_open,bid_price_high,bid_price_low,bid_price_close,ask_price_open,ask_price_high,ask_price_low,ask_price_close,volume
2015-10-09 00:00:00,44.529999,44.560001,43.990002,44.150002,44.529999,44.560001,43.990002,44.150002,9076600
2015-10-16 00:00:00,44.279999,44.389999,43.779999,44.09,44.279999,44.389999,43.779999,44.09,7240500
2015-10-23 00:00:00,45.07,45.200001,44.779999,45.02,45.07,45.200001,44.779999,45.02,6506500
2015-10-30 00:00:00,45.200001,45.66,45.150002,45.279999,45.200001,45.66,45.150002,45.279999,6425100
2015-11-06 00:00:00,44.84,45.400002,44.77,45.330002,44.84,45.400002,44.77,45.330002,4601400
2015-11-13 00:00:00,43.810001,44.630001,43.740002,44.400002,43.810001,44.630001,43.740002,44.400002,7082400
2015-11-20 00:00:00,45.779999,45.990002,45.419998,45.529999,45.779999,45.990002,45.419998,45.529999,3729700
2015-11-27 00:00:00,45.619999,45.709999,45.41,45.619999,45.619999,45.709999,45.41,45.619999,1270800
2015-12-04 00:00:00,45.130001,45.939999,44.990002,45.82,45.130001,45.939999,44.990002,45.82,5607200
2015-12-11 00:00:00,43.970001,44.470001,43.880001,43.939999,43.970001,44.470001,43.880001,43.939999,9544200
2015-12-18 00:00:00,42.759998,43.049999,42.27,42.27,42.759998,43.049999,42.27,42.27,14249200
2016-01-08 00:00:00,40.860001,40.900002,39.950001,40.060001,40.860001,40.900002,39.950001,40.060001,8700200
2016-01-15 00:00:00,38.25,38.509998,37.75,38.25,38.25,38.509998,37.75,38.25,9358900
2016-01-22 00:00:00,38.540001,39.080002,38.150002,38.509998,38.540001,39.080002,38.150002,38.509998,9537600
2016-01-29 00:00:00,37.990002,38.799999,37.700001,38.77,37.990002,38.799999,37.700001,38.77,8001000
2016-02-05 00:00:00,40.77,41.189999,40.470001,40.610001,40.77,41.189999,40.470001,40.610001,11431900
2016-02-12 00:00:00,39.34,39.939999,38.900002,39.939999,39.34,39.939999,38.900002,39.939999,8596000
2016-02-19 00:00:00,41.009998,41.040001,40.580002,40.75,41.009998,41.040001,40.580002,40.75,5930400
2016-02-26 00:00:00,41.799999,42.290001,41.799999,42.060001,41.799999,42.290001,41.799999,42.060001,6753100
2016-03-04 00:00:00,43.009998,43.740002,42.869999,43.459999,43.009998,43.740002,42.869999,43.459999,9907800
2016-03-11 00:00:00,44.029999,44.52,44.029999,44.400002,44.029999,44.52,44.029999,44.400002,5020000
2016-03-18 00:00:00,45.509998,45.740002,45.169998,45.419998,45.509998,45.740002,45.169998,45.419998,7630200
2016-04-01 00:00:00,44.490002,45.240002,44.16,45.240002,44.490002,45.240002,44.16,45.240002,8590500
2016-04-08 00:00:00,44.470001,45.02,44.470001,44.52,44.470001,45.02,44.470001,44.52,4405700
2016-04-15 00:00:00,45.939999,46.060001,45.650002,46.029999,45.939999,46.060001,45.650002,46.029999,3437400
2016-04-22 00:00:00,47.029999,47.360001,46.950001,47.209999,47.029999,47.360001,46.950001,47.209999,5429800
2016-04-29 00:00:00,47.220001,47.540001,46.779999,47.099998,47.220001,47.540001,46.779999,47.099998,6371900
